SUNName,Scene,openAbilities,openRank,manmadeAbilities,manmadeRank,naturalAbilities,closedAbilities,closedRank,naturalRank
v_valley_sun_bqcmshqafjbjyjgn,valley_24,2.392944166,6498,-5.024304098,658,2.915857971,-0.41143018,1189,6984
g_golf_course_sun_bfwcybufgxuzkiwi,golf_course_109,2.390021751,6497,-1.988102218,2154,2.252344606,-0.48873989,1114,6803
b_beach_sun_bugubgdjvgcajswv,beach_61,2.38924699,6496,-3.564937246,1413,0.813645941,-0.184102603,1378,5335
m_mountain_sun_buzjjlumfeitsbdu,mountain_123,2.386070308,6495,-2.496601725,1909,2.005771083,-1.753762591,303,6674
w_wheat_field_sun_acxtcahkymosigud,wheat_field_7,2.384131865,6494,-2.654562531,1839,0.884707201,-0.829363558,804,5422
l_lake_natural_sun_blsyptklopmwptzc,lake_natural_48,2.382973396,6493,-7.912119533,74,1.34284853,-3.490169841,50,6018
w_wheat_field_sun_anbmdihjqfubgqwc,wheat_field_22,2.381896027,6492,-1.927092444,2175,1.292732224,0.401800397,1884,5956
f_fairway_sun_biqpiieavcravxnc,fairway_28,2.381404075,6491,-1.638778473,2305,0.622904009,-2.558050793,128,5145
s_sandbar_sun_crghmtpkqsljhbxr,sandbar_39,2.381235523,6490,-4.62989695,854,2.526022957,-2.974032595,81,6911
f_fairway_sun_bgqyrnfcrhqdixow,fairway_21,2.380843881,6489,-0.610815311,2857,-0.156778198,-2.845090639,89,4372
f_field_cultivated_sun_btvjvojhlynyiovk,field_cultivated_16,2.374612869,6488,-3.728738613,1323,1.273733645,-2.289782773,171,5926
h_highway_sun_bbdiqerzpnyfpxlg,highway_49,2.370607251,6487,0.664002299,4486,-0.826756121,-0.628432925,993,3837
f_field_wild_sun_bezmwlyvsecgxcsq,field_wild_23,2.370166239,6486,-3.340353703,1528,1.248924265,-2.561074339,126,5902
h_highway_sun_bzkjyuwlmgksyhii,highway_242,2.369674437,6485,-2.149297727,2090,0.969945469,-0.776344989,853,5514
w_wheat_field_sun_aazzvarbcoruzokj,wheat_field_3,2.368017149,6484,-3.895515294,1236,0.433398134,-0.642846346,974,4938
c_creek_sun_baffphgofqzsxbun,creek_8,2.368010832,6483,-2.488669559,1911,1.978826108,-1.558144469,395,6662
b_beach_sun_bwkpisnsljwrmvtz,beach_65,2.367750032,6482,-1.632591832,2309,0.325699608,-0.128562239,1428,4824
w_watering_hole_sun_bnwxhetvpiznbbrw,watering_hole_16,2.366027342,6481,-2.78800068,1779,0.342021811,-0.322860438,1260,4837
b_beach_sun_bzgwuxvfyfmccfou,beach_73,2.364332079,6480,-5.95158384,333,1.485898507,-1.604993571,366,6205
o_orchard_sun_awhkkgmafkmulmfg,orchard_56,2.361665858,6479,-3.040992617,1642,1.198819721,-0.025732832,1521,5834
c_canal_urban_sun_beekutazzuomvxxg,canal_natural_36,2.359434552,6478,-3.925744264,1223,1.810545808,-1.067336261,645,6520
o_orchard_sun_bmhaxyeudprnbpmd,orchard_76,2.359026127,6477,-2.538486148,1887,-0.094654967,0.176133581,1693,4423
g_golf_course_sun_bfhaekubmjvpmvre,golf_course_108,2.358975296,6476,-2.302336801,2009,0.610300727,-0.632165988,987,5136
a_amphitheater_sun_cktzuefnrswupgzj,amphitheater_38,2.358092475,6475,0.37137248,3937,-0.397947201,0.258052519,1772,4163
r_river_sun_ayutsjibnbzsctks,river_39,2.357965724,6474,-6.346745022,238,1.424680159,-1.562126027,392,6125
m_mountain_sun_bzmfoqcjhkcgqway,mountain_153,2.356569405,6473,-7.466446279,94,1.081203789,-16.0523922,33,5680
d_desert_sand_sun_bkdvbhqtrfvxwqzn,desert_vegetation_11,2.356023679,6472,-5.385063255,502,1.826849182,-1.840335989,272,6534
m_marsh_sun_aaxrfcondpfwzvwl,marsh_1,2.349362206,6471,-4.153985866,1098,1.011972284,-1.649558181,346,5566
l_lake_natural_sun_bqdkhystjdvigzgl,lake_natural_67,2.348501533,6470,-3.217023281,1580,1.765912735,-0.861095925,779,6482
p_pasture_sun_bxueibjqhjhofylo,pasture_141,2.348418133,6469,-3.799419858,1285,0.789546507,-1.051926979,657,5305
p_parking_garage_outdoor_sun_dblqgiohhjmxsjko,park_5,2.347900244,6468,-3.236081111,1574,1.022613201,-0.420036905,1182,5580
f_field_cultivated_sun_blhkebrbvaqzmbjo,field_wild_11,2.346939054,6467,-3.663775698,1354,1.328611365,-1.505606919,419,5997
p_planetarium_outdoor_sun_bpjcfgughwprfwqo,planetarium_outdoor_5,2.346879765,6466,-2.19722309,2065,0.513384371,-1.518403986,413,5033
s_sea_cliff_sun_bhawlvahszbzjrne,sea_cliff_5,2.346660073,6465,-5.220224599,569,1.356629831,-1.192591243,570,6032
m_mountain_snowy_sun_bycfcladaysvzhwg,mountain_38,2.346186179,6464,-7.344979576,105,1.549880481,-0.698367639,923,6278
w_wheat_field_sun_aeqgvtthlloqhwbg,wheat_field_10,2.345003993,6463,-2.558371193,1879,0.678747729,0.673475446,2108,5197
b_butte_sun_ajtxciownlwkbqau,butte_9,2.342777213,6462,-5.286385153,543,1.348404145,-2.438844367,146,6026
f_fairway_sun_bsfvsnknwjigcclm,fairway_60,2.33504953,6461,-1.881679414,2196,0.705411251,-0.480995635,1121,5232
m_mountain_sun_bmsytzlavrgxwrex,mountain_84,2.333348655,6460,-5.459082523,469,2.043044808,0.09178744,1630,6696
s_sandbar_sun_crcnnpiwlchorluz,sandbar_38,2.33276459,6459,-5.485875903,463,1.141087445,-1.574796504,386,5756
b_baseball_field_sun_abnzdjylfkxheibd,baseball_field_2,2.331955269,6458,-0.520121771,2909,0.788162185,1.029930014,2447,5303
f_fairway_sun_bdbrypziapswplpw,fairway_9,2.330646686,6457,-2.185065771,2075,1.038400422,-2.236999148,180,5606
b_bayou_sun_aecomphekrehafyx,bayou_9,2.329890659,6456,-5.601387531,430,1.439075905,-0.515529984,1095,6149
b_badlands_sun_blgufiilvurgjlsm,badlands_66,2.329800477,6455,-5.230916638,564,1.220658251,-0.404742136,1194,5866
f_fairway_sun_bomglhmnhjvlfpui,fairway_45,2.329627208,6454,-2.393028967,1964,1.5127632,-1.9012116,255,6242
c_creek_sun_baffceyosneaopwp,creek_7,2.328630995,6453,-4.386045618,969,2.003373398,-0.840161698,796,6672
s_sandbar_sun_bkuxkjputgtmhyrm,sandbar_11,2.324379586,6452,-4.08783013,1139,1.770811861,-0.454563167,1144,6487
b_bayou_sun_aidbkbckfftfyteb,bayou_12,2.323222453,6451,-5.731980188,391,2.297179981,-0.750690781,876,6821
l_lake_natural_sun_baqjezuqsveatsri,lake_natural_8,2.321864389,6450,-5.540588294,448,1.622772685,0.268233536,1782,6352
f_fairway_sun_bgsamogbxkkoqrqs,fairway_22,2.321012761,6449,-2.208082292,2056,0.451996073,-0.686497099,936,4968
w_wheat_field_sun_abfrajcxfbgmvjef,wheat_field_4,2.320550183,6448,-4.265751983,1036,1.357524261,-1.82995168,275,6035
p_pasture_sun_battynxzubirxhou,pasture_9,2.320542935,6447,-3.527624122,1438,1.631503314,0.762233177,2182,6360
m_mountain_sun_bgqcdyvwknpvpsgi,mountain_67,2.319964016,6446,-5.040810792,649,1.850061145,-0.094581339,1453,6555
f_fairway_sun_bpjevzvycyhuqghb,fairway_51,2.318470932,6445,-3.161947135,1603,0.409581823,1.267919668,2655,4902
h_hayfield_sun_bfxetvngodlzrzns,hayfield_9,2.317834493,6444,-2.649699465,1844,1.005106349,-0.312428492,1270,5558
p_pasture_sun_bpilwlzsqlepudid,pasture_102,2.317493629,6443,-1.132431542,2542,0.264740069,1.486079231,2844,4764
g_golf_course_sun_avbcgcduciimzsvf,golf_course_80,2.316247607,6442,-2.579033171,1870,-0.355120271,-1.001581386,688,4205
a_athletic_field_outdoor_sun_brvtbcoigaeyimjr,athletic_field_outdoor_12,2.313584439,6441,-1.354696827,2434,-0.531454813,-0.837364611,800,4071
k_kasbah_sun_ayurvpzdtgdykqmp,kasbah_40,2.311427842,6440,-2.293992034,2011,0.456493281,1.454066172,2824,4971
d_desert_sand_sun_acrqldhmwdraspza,desert_sand_1,2.310031032,6439,-4.713729661,809,0.816194171,1.092755806,2496,5342
l_lake_natural_sun_bcyxfnxbajsajdbp,lake_natural_17,2.308891061,6438,-4.423838495,951,1.749066447,-2.870447465,88,6465
l_lake_natural_sun_bhzmmadonpvpwcbz,lake_natural_30,2.307265166,6437,-3.281037831,1552,1.415394047,-2.113843908,201,6115
f_fairway_sun_bjbfafirxjclbnxl,fairway_30,2.307070133,6436,-2.595578984,1864,0.708825391,-0.783229509,847,5236
p_pasture_sun_bvlmiqsvftfhikio,pasture_126,2.30566963,6435,-2.914321808,1703,0.415882273,1.135211154,2535,4910
b_bayou_sun_ayjfueqokqptcqlo,bayou_34,2.301910969,6434,-6.177792455,275,2.989416479,-1.733359048,310,6991
b_badlands_sun_bbqqlfqbsrbquley,badlands_10,2.301714373,6433,-5.609523848,428,2.309189121,-0.997994575,692,6827
b_boardwalk_sun_btkzuhaxqlacvmsv,boardwalk_26,2.300664216,6432,-2.192498023,2068,-0.249128334,-0.537710546,1073,4297
m_mountain_sun_bnokhadzxslvdqrc,mountain_85,2.30034607,6431,-6.771456098,170,3.436013697,0.070715989,1607,7019
m_mountain_sun_brvifkqzcnuqxfok,mountain_107,2.299310807,6430,-5.282907643,545,2.72812935,-0.167852315,1394,6961
l_lake_natural_sun_bomyljbxmyutndnz,lake_natural_56,2.298816666,6429,-3.833274692,1267,1.661316247,-2.829785592,93,6384
b_badlands_sun_bkmgumqnvumwmzbj,badlands_60,2.298665943,6428,-20.66143381,26,1.500684397,-1.064292088,649,6229
m_mountain_sun_bzizblwtredwqntl,mountain_152,2.298639971,6427,-5.479768015,464,1.879263031,-0.621677371,1003,6578
b_bayou_sun_adhnoxscoslxsjgv,bayou_5,2.297345082,6426,-4.204325568,1069,1.896586122,-1.680041226,325,6596
v_valley_sun_bjyqgmwsjobnzgzr,valley_12,2.297303008,6425,-1.946738831,2173,1.068248539,-29.16563436,3,5659
p_pasture_sun_byiohpjdjqqqzyoa,pasture_144,2.294755683,6424,-4.290587039,1025,2.166657186,-0.52922184,1082,6766
b_beach_sun_bwcdsbairvexnqio,beach_64,2.294566332,6423,-1.086450895,2571,-0.537114873,-1.511838785,418,4063
g_golf_course_sun_aemoobmmkwaowhgs,golf_course_18,2.294521118,6422,-0.791403687,2730,0.070144522,0.445980728,1922,4587
g_golf_course_sun_bzntowsrldiuqehk,golf_course_123,2.291598671,6421,-2.068004317,2126,-0.044341767,-0.376377996,1213,4466
g_golf_course_sun_arjduxjyrmgfsyrr,golf_course_71,2.291260671,6420,-2.112526186,2106,0.982700701,-2.114684369,200,5530
i_islet_sun_bupcypsivhdpnrzb,islet_19,2.291244013,6419,-4.9889913,677,1.211497823,-1.536355965,406,5853
f_fairway_sun_bqzyiegzgmsrball,fairway_57,2.288389113,6418,-3.207001972,1584,0.866251158,-2.300394063,167,5401
m_mountain_snowy_sun_blxfpurysqzsfvjt,mountain_16,2.287478659,6417,-33.40848648,4,2.291999814,-0.421911964,1176,6820
r_river_sun_aoeeyiyfhpotdpfv,river_25,2.286794429,6416,-4.456884613,938,1.570083666,0.138556549,1670,6299
p_pasture_sun_bmhxlxfyhoejizbf,pasture_95,2.286574377,6415,-2.326584401,1996,0.944106152,-0.844198977,793,5469
h_highway_sun_bqxkmpespujtvovh,highway_176,2.286475577,6414,-0.902346261,2652,0.019136516,-0.855777127,785,4536
d_desert_sand_sun_blicgnxfwxpimfnk,desert_sand_12,2.285877848,6413,-4.391761439,967,0.646915669,-1.661867047,338,5173
o_orchard_sun_amjlmaxmgrazbbhi,orchard_31,2.285656946,6412,-2.381222635,1972,0.298694164,1.19902946,2602,4795
b_boardwalk_sun_bylnisyrvxwbtmym,boardwalk_34,2.285632482,6411,-3.45206804,1475,0.760680659,-1.142331853,605,5273
v_vineyard_sun_bupyrxfwzawdqngx,vineyard_70,2.285250999,6410,-2.862116647,1733,1.537582642,0.032825674,1570,6267
f_field_cultivated_sun_bfwmqpimwcptjihi,field_cultivated_6,2.285192303,6409,-2.358760389,1986,0.958835381,-1.498497343,423,5496
b_beach_sun_bxkhnlbxzdsryhlw,beach_68,2.284797892,6408,-3.118009663,1617,0.791567833,-1.271211208,530,5308
h_highway_sun_bfmflduxujdghmqn,highway_81,2.281815835,6407,-0.606172968,2861,-0.520050835,0.20473122,1721,4083
h_hill_sun_bahanthaveptbcbb,hill_1,2.281232039,6406,-4.464531881,936,1.391195939,-0.96183595,714,6081
f_fairway_sun_btyjprilyfyzpbjv,fairway_67,2.278906052,6405,-1.680309966,2292,1.013395451,-1.37087107,481,5568
i_islet_sun_bqegnkliajyynwfs,islet_15,2.278882248,6404,-4.647401236,846,2.361493604,-2.067529351,211,6851
m_mountain_sun_bvvcuzszsgbjakmx,mountain_127,2.277110952,6403,-6.571395718,199,1.05625218,-1.358630141,485,5637
h_hayfield_sun_bdmovxyruqzrzbgk,hayfield_5,2.276522012,6402,-2.274562024,2016,0.990094385,0.173005407,1691,5540
f_fairway_sun_bjcbalthjpmuyygk,fairway_31,2.274894118,6401,-2.692269607,1828,-0.323655196,-0.560972307,1053,4232
f_field_wild_sun_bqnuoijdrruyljgi,field_wild_33,2.271555388,6400,-1.922266327,2177,1.106876795,-1.847618049,270,5715
r_river_sun_ayqajfqypichzjqc,river_38,2.269303524,6399,-1.336933965,2441,1.053544743,-1.064389807,648,5629
r_river_sun_akeotihgyfkaystx,river_18,2.267078112,6398,-3.909143882,1231,2.116142361,-0.567101722,1047,6739
d_desert_vegetation_sun_bhvuqwhhdrfmwhjd,desert_sand_28,2.26701192,6397,-4.696987292,817,0.731143481,-2.483426556,138,5248
f_fairway_sun_bqrpegblszgcoujh,fairway_56,2.26700326,6396,-4.609817763,867,1.485256556,-1.658485014,341,6204
v_vineyard_sun_bthajdwvmidzsimq,vineyard_64,2.266769624,6395,-2.0351585,2136,0.798768025,0.065270192,1600,5314
m_mountain_sun_bxxqtynqxzyatubh,mountain_143,2.264981915,6394,-18.18942735,57,1.790795258,-0.256545036,1315,6508
b_beach_sun_bsgoelmkvplglbfg,beach_57,2.263710991,6393,-5.325855623,525,1.448719927,-0.504279192,1101,6162
h_harbor_sun_bxouqabjhkwcbdei,harbor_12,2.26252942,6392,-0.301469449,3123,-0.69921022,0.367524013,1854,3925
o_orchard_sun_anvjhoffmlswlofo,orchard_34,2.258016142,6391,-2.630444896,1850,0.171183844,-0.951969958,720,4671
p_pasture_sun_bdkbhwbydzhrnikk,pasture_29,2.257554163,6390,-3.960394734,1201,1.077594678,-1.331941725,496,5675
g_golf_course_sun_alqtxykhsmyoczmv,golf_course_45,2.257319741,6389,-3.388629022,1508,0.649535891,-0.541020109,1069,5178
v_vineyard_sun_bgfefjiczmutwaqa,vineyard_18,2.256990128,6388,-1.441251737,2396,-0.276975831,0.377262928,1861,4274
m_mountain_snowy_sun_bcjgduwtivjfqszh,mountain_3,2.256454355,6387,-2.879884749,1722,0.00250762,0.122405893,1658,4514
f_field_wild_sun_beedvqatwrzvpkwo,field_cultivated_23,2.254188535,6386,-5.902344413,349,2.644716014,-0.40514795,1193,6939
h_hayfield_sun_bdjzewxhqxskchhc,hayfield_4,2.253599923,6385,-2.474433702,1922,0.855071173,-1.628082398,355,5385
m_mountain_snowy_sun_bliqdzegdmaqgkby,mountain_snowy_15,2.253076964,6384,-6.245104908,257,0.670248084,-1.246420743,542,5189
l_lake_natural_sun_botbambbcieneuqz,lake_natural_58,2.252839559,6383,-5.783858013,377,2.208505927,0.691873691,2124,6785
h_highway_sun_aagkjhignpmigxkv,highway_2,2.25216393,6382,0.376620819,3948,-1.66070494,0.086114907,1621,3177
b_badlands_sun_aosvqijvmwznjrsh,badlands_2,2.252085938,6381,-5.89070189,350,0.552042163,-0.882724299,767,5074
i_islet_sun_akgdxffbknebsbhu,islet_5,2.251804215,6380,-3.668765745,1349,0.212865487,-1.488898019,430,4712
g_golf_course_sun_bjpffaeqgtxyibgo,golf_course_111,2.250095262,6379,-1.90138914,2187,0.447845207,-0.635338985,981,4959
f_fairway_sun_boyamdmtizssulyp,fairway_48,2.249581795,6378,-2.352239748,1988,0.461085039,-0.071779182,1474,4976
b_badlands_sun_bcfdedhrcmbnovlr,badlands_12,2.245284565,6377,-5.425619468,487,2.027777213,-1.258132175,536,6690
h_highway_sun_beuuurwrpnxmlegj,highway_73,2.245027544,6376,-1.178771021,2517,-0.586800181,-1.227379097,550,4025
g_golf_course_sun_bjynybgeleomgamy,golf_course_112,2.243820733,6375,-2.867862664,1728,0.299208586,-1.656799654,343,4796
s_snowfield_sun_budbglaghwgkaktj,snowfield_22,2.243133916,6374,-5.427891914,486,1.093167249,-1.942662561,246,5698
a_aqueduct_sun_ablisynmymlmtoub,aqueduct_2,2.242884319,6373,-0.856664401,2691,-0.127821056,-0.45634141,1142,4393
h_hayfield_sun_bmomvydzqgxojeqh,hayfield_15,2.240260202,6372,-3.144651131,1610,-0.152529948,0.051641297,1585,4377
m_mountain_snowy_sun_bmvskwkqdfrjsoiw,mountain_18,2.240080711,6371,-6.830392831,161,1.7397096,-0.650952149,967,6452
v_valley_sun_blkqemebrbqwrnsh,valley_19,2.23957145,6370,-6.073800179,305,3.161436713,-0.224749958,1347,7006
f_field_wild_sun_bhizxrsqlchryhhv,field_wild_25,2.239518557,6369,-2.99882475,1656,1.576776122,-1.983859651,234,6302
h_hayfield_sun_bgabaxpauelvdstr,hayfield_10,2.239122389,6368,-2.863904255,1732,1.113371152,-0.486460454,1117,5724
f_field_wild_sun_btyhjqokikabkszi,field_cultivated_36,2.237627381,6367,-3.308312611,1537,2.52096431,-0.910374213,745,6908
f_field_cultivated_sun_bnnzgixnwtclrmkn,field_cultivated_13,2.235453994,6366,-3.696505441,1330,1.429790216,-0.96275821,711,6135
m_mountain_snowy_sun_bvhtwqmeyaviyryr,mountain_snowy_31,2.234004284,6365,-4.396645838,965,2.111181542,-0.424802981,1172,6734
s_sandbar_sun_axqdduyrvelgrwfe,sandbar_1,2.230718899,6364,-3.045277875,1641,1.282066072,-1.853989493,268,5942
f_fairway_sun_bjfurbghktwknbvo,fairway_32,2.229279986,6363,-3.451704049,1476,0.56659552,-1.379058121,475,5090
f_field_cultivated_sun_bxbrtspcaxhwdend,field_cultivated_18,2.228178154,6362,-3.25689769,1565,1.207026951,-1.137585234,612,5847
m_mountain_sun_bobzxfmitjpkbqtm,mountain_90,2.226652326,6361,-6.192342477,269,1.254747573,-16.60394179,20,5908
l_lake_natural_sun_bgguzgiacreuogwx,lake_natural_23,2.224645702,6360,-2.345483467,1991,0.216070032,-1.809385184,284,4714
m_mountain_sun_bjlckptwozlsxfvr,mountain_snowy_72,2.223722696,6359,-6.89732156,148,1.939559628,-1.431035019,453,6632
d_desert_vegetation_sun_aaomijklbnkhdfkl,desert_vegetation_19,2.223508641,6358,-5.458187912,470,1.129026584,-0.806939772,822,5741
h_highway_sun_blkwdmhdcqsdbfui,highway_124,2.222259323,6357,0.376373691,3947,-1.583716514,-0.604248663,1017,3234
s_snowfield_sun_bnrubxnobdzaoarx,snowfield_15,2.22176783,6356,-7.593244001,86,1.897361242,-1.143985172,604,6597
o_orchard_sun_abwltkecajoiypdl,orchard_7,2.221417604,6355,-5.015205863,664,1.843014765,-0.568080656,1045,6550
v_vineyard_sun_bdxtwjxllwqymvnl,vineyard_11,2.221199197,6354,-1.461580659,2387,0.700782056,0.398299092,1881,5228
m_mountain_snowy_sun_basjlhnoiwseizqj,mountain_snowy_1,2.22108947,6353,-4.996922015,675,1.936953484,-1.280758191,526,6629
g_golf_course_sun_abjbhxdhbvrthfgr,golf_course_7,2.218284604,6352,-2.385806389,1969,0.945345497,-1.576882698,385,5473
g_golf_course_sun_ayqrcldsuguhkaum,golf_course_94,2.218187098,6351,-1.464537231,2385,1.365758908,-0.903417248,751,6048
f_fairway_sun_bqcuepoyxshicrmq,fairway_54,2.217379409,6350,-2.861826283,1734,0.93615012,-2.350459116,159,5460
b_badlands_sun_bzlzbowhbpehgqal,badlands_133,2.214587489,6349,-6.32206005,244,1.829879137,-1.500470861,422,6538
t_tree_house_sun_bymvxuyqwxlqdumo,tree_farm_21,2.214181413,6348,-4.378403256,977,2.583593401,-0.057904804,1489,6922
v_vineyard_sun_bjdixmwjojvptuzy,vineyard_28,2.212825315,6347,-4.671089667,826,1.752879108,-0.91065308,744,6468
s_swamp_sun_btuosftthgpwpkfy,swamp_7,2.212282427,6346,-4.194470383,1075,2.396946129,-0.07132276,1475,6863
m_mountain_sun_bmfabvqgfwtmjneq,mountain_83,2.210809686,6345,-3.151806174,1607,2.520520226,-0.049401103,1500,6907
b_beach_sun_byviwtdfhzynwfxx,beach_72,2.209519146,6344,-3.447041679,1479,1.028378129,-0.881104758,768,5591
b_beach_sun_bbbxrqrygirbills,beach_6,2.209463405,6343,-2.851091401,1743,0.81821982,-0.23923619,1332,5346
w_wheat_field_sun_avnahjaoofnajsoc,wheat_field_44,2.209439625,6342,-3.679423682,1343,1.903597248,-0.498748396,1105,6605
g_golf_course_sun_akukdjvduziykhmk,golf_course_42,2.209301132,6341,-3.919914762,1226,1.557853429,-1.709577749,316,6285
v_veranda_sun_bgrgmlvobwayxazy,veranda_3,2.206559397,6340,-0.362359015,3056,-0.132017383,0.300180309,1797,4388
s_snowfield_sun_ahvhiakopdeacjtv,snowfield_3,2.204532834,6339,-6.793155912,165,0.250193027,-1.5940512,373,4755
f_field_cultivated_sun_bgwuhqvuawrkjhtf,field_wild_6,2.204338124,6338,-5.077246115,631,0.744481907,-2.894972642,87,5261
l_lake_natural_sun_bjvaomrvamjpvdgc,lake_natural_36,2.20419676,6337,-5.543325723,446,1.945500188,-2.838837773,91,6640
s_sea_cliff_sun_bfvnsucwwikizywh,sea_cliff_3,2.202598666,6336,-6.060009197,307,2.207973023,-0.404005236,1195,6784
p_pasture_sun_bgdomvguoztzhbpq,pasture_50,2.202534485,6335,-3.78695851,1291,1.329457768,-1.028559436,668,5998
f_field_wild_sun_bxfccroehncyrqsp,field_wild_38,2.201642202,6334,-5.033986726,655,0.91729569,-1.660411227,339,5446
c_creek_sun_bruuyterwsnuojhb,creek_68,2.20098839,6333,-2.949855494,1682,2.285149334,-0.370098331,1218,6815
f_field_wild_sun_bnlldrxputltseqs,field_wild_29,2.200897826,6332,-4.383612971,972,1.671882494,-0.888066435,762,6393
f_fairway_sun_bghjaddtsptytndu,fairway_17,2.200756901,6331,-3.421418574,1499,0.757965868,-0.972482556,707,5271
m_mountain_sun_bcgvicnoizbbuiwk,mountain_50,2.200619237,6330,-3.776669105,1296,1.260337788,-0.137872424,1418,5914
w_wheat_field_sun_ahtymmdypyqqmthn,wheat_field_15,2.200214213,6329,-6.023269462,313,1.027878236,-0.554123657,1056,5590
b_beach_sun_bpdxjhlrartckrlj,beach_46,2.199654574,6328,-1.501163837,2361,1.466178478,-0.563760879,1050,6179
o_ocean_sun_bxbttwhmwtgwoaqr,ocean_13,2.19759536,6327,-4.596073832,870,1.137134471,-2.47093516,142,5749
m_mountain_sun_bjeyfjgghapnpute,mountain_snowy_71,2.190741813,6326,-4.76309136,787,2.16189515,-0.920500734,739,6764
g_golf_course_sun_bazwrejlyhmqkrmm,golf_course_102,2.18841513,6325,-2.995493528,1661,1.376718944,-2.649371475,113,6056
v_vineyard_sun_blmlyoefcpwtpodu,vineyard_38,2.187893854,6324,-2.189597344,2070,-0.964594384,0.016863771,1559,3729
w_waterfall_block_sun_bmjfwzofuvvlnqyz,waterfall_block_3,2.187130007,6323,-4.571948522,882,1.887829973,-0.550849272,1059,6587
f_field_cultivated_sun_blaqxdebghixzyyw,field_cultivated_11,2.186253792,6322,-1.409346855,2410,-0.689533169,-1.602811809,367,3938
p_pasture_sun_bwmjjumhomvdsjgc,pasture_131,2.182667375,6321,-4.073458581,1144,1.892561392,0.133971197,1665,6591
v_vineyard_sun_bkzpondpdiodgixy,vineyard_35,2.182599414,6320,-2.869572352,1727,1.474425788,-0.957152253,715,6193
m_mountain_sun_btmyppbzqytwizln,mountain_116,2.18256409,6319,-3.98446642,1187,1.649028819,-0.724073545,900,6373
w_waterfall_block_sun_bojywhwufsckphfa,waterfall_block_4,2.177630246,6318,-6.562411936,203,1.411821154,-1.164651139,585,6108
g_golf_course_sun_beissakbdndzhwpk,golf_course_107,2.175121395,6317,-2.501322289,1903,-0.738296334,-0.170334988,1392,3890
v_valley_sun_bkmnanepralvgubh,valley_13,2.174198746,6316,-5.320661272,528,1.890685613,-0.276567488,1299,6589
w_wheat_field_sun_azmzksauruixhpsp,wheat_field_47,2.167089438,6315,-3.793112586,1288,1.681927237,-1.916940478,253,6401
m_marsh_sun_arylluczanmwjqaf,marsh_19,2.165095804,6314,-4.540753648,900,1.152156624,-1.280002745,527,5770
w_wheat_field_sun_avehnulbsmgiovsa,wheat_field_43,2.164122423,6313,-4.275329886,1033,2.68782188,-1.743835416,307,6950
b_butte_sun_aakpowbpmkmqcgnc,butte_2,2.163504627,6312,-8.018868321,70,2.70159212,-1.041855018,661,6954
m_mountain_sun_bjmkvjubdpqfeekr,mountain_73,2.163147527,6311,-5.889672149,351,1.156046206,-1.474306869,437,5777
h_harbor_sun_bmeytrfocpmukwsw,harbor_6,2.162715848,6310,-0.400082174,3012,-0.071511824,-0.824852753,808,4448
b_bayou_sun_atmxdoremcmterdv,bayou_26,2.162250688,6309,-5.395708143,495,1.720494071,-0.089056666,1459,6435
b_beach_sun_bbwqzffqknkgrsha,beach_7,2.161020161,6308,-4.571111456,885,0.247998868,-0.683534607,938,4751
v_viaduct_sun_bjxwqurjsrahwkik,viaduct_23,2.160575165,6307,-1.953023444,2168,0.763741791,-0.596573114,1024,5275
i_ice_floe_sun_bzuroamlnffhyuqn,ice_shelf_14,2.160465644,6306,-5.871450894,358,2.863968554,-1.222814065,554,6979
o_orchard_sun_bxkrfugcffmazfic,orchard_82,2.160055868,6305,-2.588675177,1867,1.319753882,-1.356801067,487,5987
l_lake_natural_sun_bceiyxksgijkiyhh,lake_natural_14,2.156878226,6304,-6.853082526,156,1.570853367,-0.403562986,1197,6300
p_putting_green_sun_avnsvqymbuanenve,putting_green_1,2.156678493,6303,-3.495218322,1455,0.735468802,-0.078071556,1464,5253
h_hayfield_sun_bpwlayldzwvlpvgm,hayfield_22,2.155124605,6302,-2.834245769,1753,1.303532323,-0.927467972,735,5968
c_canal_urban_sun_bmdxsvuddfpigcvu,canal_natural_48,2.154554756,6301,-0.286092948,3137,-0.34196514,0.325079553,1819,4220
p_pasture_sun_bjjjnvzdhbaduvyw,pasture_75,2.153937397,6300,-3.931733686,1220,2.455682544,-1.64047689,348,6885
m_mountain_snowy_sun_bsmrqczodvrgulzg,mountain_26,2.151477499,6299,-1.713019825,2283,0.739649717,0.078652678,1617,5256
h_highway_sun_bnvkyxyoayuaccah,highway_142,2.147610451,6298,-0.549583218,2888,-0.718798203,-0.627801519,995,3907
s_ski_slope_sun_btnhtsthbawhykse,ski_slope_29,2.144819272,6297,-3.966534252,1197,0.124209933,-0.855063351,787,4629
b_butte_sun_aptpzcvaskwrhmuv,butte_19,2.144510631,6296,-4.864668708,737,1.071468947,-0.782287269,849,5662
b_beach_sun_bmynhoaqrlimxcnc,beach_40,2.144313989,6295,-6.808949612,163,1.470974865,-1.427878413,454,6189
p_pasture_sun_bdwwvvkejmbzswsg,pasture_33,2.143946841,6294,-2.461781501,1926,0.207790191,-0.142706392,1412,4707
p_pasture_sun_bkmyzxhpjdfeldlj,pasture_83,2.143944892,6293,-3.227762751,1576,2.703892496,-0.854479213,788,6956
d_desert_vegetation_sun_blhgbmkfdxdgcpwt,desert_sand_31,2.142651617,6292,-6.083527679,303,0.960675454,-1.990473964,232,5499
