leftlist,rightlist,responselist,Subject
manufactured_home_3,parking_lot_57,1,34
forest_broadleaf_3,dining_room_107,0,34
river_33,orchard_10,1,34
manufactured_home_20,balcony_interior_1,0,34
river_32,dinette_vehicle_47,0,34
mountain_22,ski_resort_5,0,34
gift_shop_9,ski_slope_21,1,34
kitchen_134,ice_shelf_15,1,34
bathroom_64,playground_122,0,34
poolroom_home_35,waiting_room_6,1,34
field_wild_22,balcony_interior_18,0,34
dining_room_110,canal_natural_25,1,34
yard_36,river_39,1,34
hotel_room_16,living_room_157,0,34
parking_lot_69,driveway_23,1,34
highway_113,living_room_88,1,34
pasture_150,marsh_31,1,34
badlands_91,wet_bar_16,0,34
dinette_vehicle_61,banquet_hall_3,1,34
office_8,mountain_42,1,34
driveway_55,kitchen_89,0,34
bedroom_336,badlands_53,1,34
baseball_field_10,watering_hole_24,1,34
playground_35,golf_course_63,1,34
mountain_40,plaza_1,0,34
pasture_128,planetarium_outdoor_4,0,34
parlor_15,canal_urban_31,0,34
wheat_field_2,bedroom_36,0,34
poolroom_home_49,dinette_home_6,1,34
beauty_salon_20,dinette_home_21,0,34
parlor_28,library_indoor_28,0,34
dining_room_115,forest_broadleaf_8,1,34
vineyard_21,baseball_field_5,0,34
playground_66,mountain_86,1,34
wet_bar_5,general_store_outdoor_3,0,34
playroom_9,mountain_70,1,34
pond_55,swimming_pool_outdoor_53,0,34
wheat_field_41,corridor_1,1,34
ice_shelf_21,botanical_garden_19,0,34
canal_urban_10,playground_81,1,34
ballroom_12,fairway_7,1,34
office_building_8,badlands_25,1,34
kitchen_6,recreation_room_4,0,34
viaduct_14,kitchen_191,0,34
driving_range_outdoor_1,orchard_62,0,34
playroom_37,beach_9,1,34
badminton_court_indoor_2,beach_31,1,34
marsh_27,living_room_190,0,34
living_room_76,harbor_10,1,34
underwater_coral_reef_6,bathroom_75,0,34
mansion_30,street_16,1,34
badlands_51,corridor_20,0,34
butte_29,art_studio_11,0,34
dining_room_97,beauty_salon_33,0,34
vineyard_21,orchard_8,1,34
vineyard_2,wheat_field_31,0,34
mountain_68,dining_room_75,0,34
banquet_hall_9,river_3,1,34
forest_needleleaf_14,railroad_track_15,0,34
pasture_102,wheat_field_38,1,34
nursery_2,ice_shelf_14,1,34
dining_room_103,forest_broadleaf_15,1,34
abbey_26,vegetable_garden_15,1,34
cabin_outdoor_7,bedroom_295,0,34
field_cultivated_32,restaurant_patio_1,0,34
mountain_94,vineyard_76,0,34
patio_6,cafeteria_7,1,34
home_office_26,underwater_coral_reef_6,1,34
bathroom_60,home_office_43,0,34
living_room_81,living_room_217,1,34
putting_green_16,kitchen_226,0,34
highway_101,bedroom_286,1,34
sandbar_32,cottage_garden_21,0,34
biology_laboratory_8,rainforest_16,1,34
office_building_20,creek_61,1,34
kitchen_1,parking_lot_37,1,34
forest_needleleaf_10,hayfield_16,0,34
bathroom_28,sandbar_43,1,34
beauty_salon_36,lake_natural_14,1,34
cottage_garden_59,waiting_room_82,0,34
mountain_84,golf_course_24,0,34
bathroom_33,dining_room_217,0,34
yard_4,attic_44,0,34
river_26,park_13,1,34
bathroom_108,canal_natural_27,1,34
creek_53,playground_34,0,34
pond_24,cubicle_office_3,0,34
living_room_151,bedroom_344,1,34
mountain_snowy_24,kitchen_188,0,34
poolroom_home_30,kitchen_160,1,34
playground_87,recreation_room_15,0,34
forest_broadleaf_14,dining_room_126,0,34
poolroom_establishment_9,gift_shop_18,0,34
library_indoor_25,vegetable_garden_15,1,34
dinette_vehicle_8,badlands_21,1,34
recreation_room_15,mountain_142,1,34
office_building_22,playground_143,1,34
forest_broadleaf_14,tree_house_2,0,34
ballroom_1,bedroom_228,0,34
park_8,kitchen_5,0,34
playground_13,airport_terminal_11,1,34
badlands_83,fairway_62,0,34
kitchen_19,cottage_garden_38,1,34
bedroom_322,playground_79,1,34
banquet_hall_6,hayfield_16,1,34
bedroom_256,bathroom_83,1,34
living_room_265,bathroom_52,1,34
library_indoor_39,vegetable_garden_15,1,34
park_10,living_room_65,0,34
living_room_245,tree_farm_17,1,34
islet_12,highway_100,0,34
aqueduct_51,pavilion_20,1,34
canal_urban_1,dinette_vehicle_20,0,34
pasture_80,bedroom_377,0,34
watering_hole_1,mansion_67,0,34
bayou_7,driveway_53,0,34
pasture_22,lake_natural_22,1,34
kasbah_14,dining_room_7,1,34
attic_73,pavilion_3,0,34
pasture_146,poolroom_establishment_3,0,34
golf_course_65,picnic_area_22,0,34
forest_needleleaf_12,dining_room_100,0,34
 botanical_garden_1, waiting_room_1,0,35
parlor_41,restaurant_8,0,35
canal_natural_44,putting_green_11,0,35
baseball_field_12,attic_72,0,35
forest_road_17,bedroom_202,0,35
living_room_37,kitchen_100,0,35
library_indoor_32,yard_8,1,35
hotel_room_99,patio_21,0,35
corridor_20,wheat_field_30,1,35
park_6,badlands_70,1,35
bathroom_123,waterfall_fan_1,1,35
apartment_building_outdoor_36,parking_lot_41,0,35
attic_54,residential_neighborhood_10,1,35
mountain_snowy_60,bedroom_80,0,35
badlands_108,aqueduct_66,0,35
bedroom_32,forest_broadleaf_7,1,35
forest_path_33,dinette_vehicle_66,0,35
driveway_46,bedroom_339,0,35
desert_sand_17,vineyard_47,0,35
hotel_room_64,living_room_123,0,35
mountain_106,bedroom_375,0,35
mountain_snowy_13,dining_room_63,0,35
courtroom_19,swimming_pool_outdoor_21,1,35
waiting_room_61,wheat_field_23,1,35
bathroom_12,canal_urban_47,1,35
pasture_131,restaurant_32,0,35
badlands_67,bathroom_93,0,35
playground_145,dining_car_6,0,35
poolroom_home_10,bedroom_196,1,35
dining_room_120,forest_broadleaf_21,1,35
bedroom_115,botanical_garden_29,1,35
lecture_room_5,manufactured_home_45,1,35
pasture_39,mountain_48,1,35
desert_sand_31,bedroom_282,0,35
cabin_outdoor_1,golf_course_86,1,35
mountain_64,playground_138,0,35
kitchen_11,fairway_10,1,35
badlands_118,beauty_salon_40,0,35
bedroom_21,canal_urban_49,1,35
dinette_home_11,playground_60,1,35
butte_11,field_wild_14,0,35
parlor_37,creek_68,1,35
pasture_111,pavilion_19,0,35
creek_61,dining_room_114,0,35
mountain_105,bayou_31,0,35
watering_hole_11,waiting_room_29,0,35
kitchen_134,kitchen_110,1,35
golf_course_11,home_office_47,0,35
barn_33,hayfield_7,1,35
airport_terminal_7,bedroom_367,1,35
golf_course_69,desert_sand_12,1,35
highway_41,snowfield_15,1,35
bathroom_69,bedroom_221,1,35
beauty_salon_9,playground_47,1,35
pavilion_6,bedroom_286,0,35
valley_9,highway_118,0,35
lecture_room_12,baseball_field_3,1,35
corridor_20,beach_26,1,35
desert_sand_36,mountain_snowy_30,1,35
forest_broadleaf_10,dining_room_114,0,35
abbey_33,library_indoor_20,0,35
pond_43,kitchen_252,0,35
galley_43,kitchen_94,1,35
cabin_outdoor_7,aqueduct_51,0,35
aqueduct_52,library_indoor_23,0,35
dining_room_219,living_room_31,1,35
vineyard_53,lobby_17,0,35
ice_floe_12,poolroom_home_24,0,35
living_room_128,golf_course_11,1,35
playground_16,badlands_55,1,35
badlands_2,bedroom_237,0,35
poolroom_home_24,waiting_room_69,0,35
warehouse_indoor_3,attic_38,1,35
playground_72,dining_room_204,0,35
galley_19,bedroom_237,1,35
ocean_4,driveway_12,0,35
athletic_field_outdoor_2,highway_238,0,35
canal_natural_41,nursery_6,0,35
mansion_41,bathroom_126,0,35
lake_natural_9,kitchen_83,0,35
cabin_outdoor_34,cabin_outdoor_41,0,35
kitchen_185,mountain_snowy_53,1,35
subway_interior_2,forest_road_22,1,35
bedroom_392,apartment_building_outdoor_72,1,35
parking_garage_outdoor_5,playroom_10,0,35
ski_slope_32,orchard_43,0,35
bedroom_138,snowfield_14,1,35
bathroom_11,bathroom_16,1,35
barn_29,bathroom_99,0,35
forest_broadleaf_5,dining_room_123,0,35
kitchen_124,highway_83,1,35
poolroom_home_57,dining_room_6,1,35
kitchen_128,waterfall_plunge_1,1,35
corridor_26,dining_room_130,1,35
bedroom_394,pond_50,1,35
nursery_12,botanical_garden_9,1,35
bayou_26,dinette_vehicle_66,0,35
lobby_19,corridor_25,0,35
parking_lot_7,banquet_hall_10,0,35
marsh_28,parlor_8,0,35
botanical_garden_35,putting_green_13,0,35
lobby_33,kitchen_258,1,35
canal_urban_55,dining_room_80,0,35
botanical_garden_25,picnic_area_2,0,35
kitchen_162,gift_shop_28,0,35
marsh_28,attic_82,0,35
beauty_salon_3,bedroom_142,1,35
barn_4,beach_20,1,35
office_building_23,vegetable_garden_46,1,35
kitchen_220,kitchen_137,1,35
cafeteria_18,waiting_room_19,1,35
topiary_garden_1,beauty_salon_34,0,35
lake_natural_31,utility_room_5,0,35
attic_70,kindergarden_classroom_5,0,35
patio_12,bathroom_79,0,35
pasture_128,mountain_snowy_5,1,35
highway_82,beach_20,1,35
badlands_13,pond_34,0,35
museum_indoor_2,fairway_14,1,35
dining_room_125,forest_broadleaf_9,1,35
living_room_306,kitchen_146,0,35
art_gallery_9,dining_room_122,0,35
pasture_144,parlor_19,0,35
ski_slope_15,dining_room_29,0,35
alley_7,home_office_53,0,35
islet_15,waterfall_plunge_3,1,35
driveway_55,kitchen_68,0,35
galley_44,mountain_snowy_63,1,35
canal_natural_6,kitchen_13,0,35
abbey_15,watering_hole_9,1,35
hotel_room_118,desert_vegetation_3,1,35
dining_room_55,dinette_vehicle_6,0,35
lobby_39,amphitheater_41,1,35
forest_path_33,living_room_246,0,35
galley_28,lobby_10,1,35
campus_2,bathroom_127,1,35
beach_4,aqueduct_53,0,35
mansion_34,botanical_garden_27,1,35
marsh_13,living_room_219,0,35
orchard_65,fairway_64,0,35
dinette_vehicle_46,cubicle_office_31,0,35
creek_26,living_room_238,0,35
attic_3,mountain_78,1,35
living_room_280,mountain_60,1,35
playground_76,toll_plaza_3,0,35
wave_3,parlor_32,0,35
apartment_building_outdoor_73,balcony_interior_44,0,35
valley_24,general_store_outdoor_12,0,35
bedroom_231,corridor_17,0,35
forest_broadleaf_6,dining_room_10,0,35
library_indoor_28,orchard_39,1,35
canal_urban_18,beauty_salon_39,0,35
manufactured_home_49,badlands_127,1,35
kitchen_173,general_store_outdoor_13,1,35
galley_11,orchard_71,1,35
hotel_room_58,dinette_vehicle_28,1,35
mansion_3,pasture_44,1,35
canal_urban_88,amphitheater_47,0,35
forest_road_12,kasbah_12,0,35
canal_urban_35,pasture_97,1,35
beach_37,volleyball_court_outdoor_2,0,35
nursery_6,bayou_24,1,35
balcony_interior_27,vegetable_garden_8,1,35
kitchen_115,fairway_32,1,35
orchard_66,picnic_area_19,0,35
botanical_garden_18,library_indoor_45,0,35
hayfield_5,restaurant_13,0,35
corridor_23,playground_101,0,35
boardwalk_22,swimming_pool_outdoor_47,0,35
wheat_field_12,forest_needleleaf_10,1,35
bedroom_218,dining_room_224,1,35
vegetable_garden_44,orchard_27,1,35
vineyard_51,underwater_coral_reef_38,0,35
cabin_outdoor_67,waterfall_plunge_2,1,35
kitchen_110,field_wild_8,1,35
theater_indoor_procenium_2,golf_course_25,1,35
dining_room_219,balcony_interior_16,1,35
kitchen_18,orchard_7,1,35
playroom_12,kitchen_45,0,35
dining_room_111,forest_broadleaf_1,1,35
kitchen_123,waterfall_plunge_6,1,35
mountain_snowy_33,tree_farm_22,1,35
dinette_vehicle_64,poolroom_home_52,1,35
pavilion_10,pasture_110,1,35
bedroom_20,baseball_field_14,1,35
creek_85,picnic_area_4,0,35
dinette_vehicle_34,street_19,1,35
lake_natural_39,dinette_vehicle_26,0,35
living_room_309,manufactured_home_61,0,35
vineyard_39,palace_16,0,35
harbor_2,waiting_room_36,0,35
viaduct_1,forest_needleleaf_18,1,35
restaurant_22,forest_path_23,1,35
highway_68,abbey_1,1,35
golf_course_79,highway_224,0,35
mountain_146,library_indoor_14,0,35
viaduct_30,poolroom_home_1,0,35
playground_50,courtroom_17,0,35
playground_109,dining_room_195,0,35
driveway_22,pond_14,1,35
field_wild_15,pasture_49,0,35
manufactured_home_32,living_room_84,0,35
mountain_46,pasture_50,1,35
bathroom_112,bedroom_261,1,35
kitchen_129,residential_neighborhood_9,1,35
cabin_outdoor_20,bedroom_89,0,35
mountain_53,bedroom_339,0,35
ocean_3,living_room_218,0,35
office_building_12,swimming_pool_outdoor_59,0,35
forest_needleleaf_12,dining_room_118,0,35
mountain_88,kitchen_188,0,35
movie_theater_indoor_1,mountain_35,1,35
hotel_room_79,river_25,1,35
aqueduct_21,cubicle_office_3,0,35
golf_course_49,pasture_4,1,35
swimming_pool_outdoor_63,baseball_field_3,0,35
dining_room_145,highway_67,1,35
badlands_76,driveway_27,0,35
village_1,bedroom_370,0,35
general_store_outdoor_45,campus_1,1,35
basilica_2,apartment_building_outdoor_36,0,35
hayfield_14,veranda_4,0,35
dining_room_231,lobby_5,0,35
playground_117,underwater_coral_reef_1,1,35
desert_sand_33,kasbah_37,0,35
underwater_coral_reef_11,bayou_7,0,35
canal_natural_57,home_office_23,0,35
youth_hostel_12,abbey_18,1,35
highway_232,desert_sand_34,1,35
swimming_pool_outdoor_50,bayou_1,1,35
sandbar_44,mountain_snowy_7,0,35
alley_1,hayfield_17,1,35
lobby_2,canal_urban_2,1,35
yard_20,golf_course_100,0,35
hotel_room_63,barn_32,1,35
badlands_109,lake_natural_71,0,35
kitchen_74,street_7,1,35
banquet_hall_16,bedroom_341,1,35
underwater_coral_reef_17,pasture_75,0,35
dining_room_121,forest_needleleaf_15,1,35
kitchen_64,corridor_5,0,35
canal_urban_63,patio_11,1,35
atrium_public_3,dining_room_149,1,35
driveway_20,galley_42,0,35
bedroom_275,field_cultivated_36,1,35
vegetable_garden_11,general_store_indoor_19,0,35
dining_room_177,hill_6,1,35
canal_urban_7,highway_80,0,35
pasture_7,dining_room_28,0,35
kasbah_6,attic_44,0,35
reception_5,library_indoor_39,0,35
playground_148,aqueduct_53,1,35
hotel_room_59,mountain_46,1,35
mansion_64,gift_shop_12,0,35
boardwalk_33,cabin_outdoor_57,0,35
yard_9,vineyard_23,1,35
wheat_field_16,library_indoor_36,0,35
cottage_garden_42,highway_202,0,35
living_room_106,pasture_94,1,35
fairway_64,swimming_pool_outdoor_21,0,35
home_office_47,cabin_outdoor_67,1,35
desert_sand_34,lake_natural_69,1,35
bedroom_374,bathroom_74,0,35
waiting_room_58,pasture_101,1,35
patio_29,office_11,0,35
highway_34,playground_21,1,35
baseball_field_15,dining_room_181,0,35
alley_17,vineyard_79,1,35
vegetable_garden_31,movie_theater_indoor_8,0,35
dining_room_102,forest_broadleaf_24,1,35
galley_41,bedroom_116,1,35
golf_course_76,assembly_line_1,0,35
canal_natural_42,general_store_outdoor_15,0,35
movie_theater_indoor_1,courtroom_11,1,35
beach_73,swimming_pool_outdoor_1,0,35
badlands_116,dinette_vehicle_51,0,35
golf_course_60,pasture_138,1,35
creek_92,home_office_40,0,35
ice_shelf_14,hayfield_31,0,35
playroom_38,lake_natural_68,1,35
home_office_16,waiting_room_30,0,35
hotel_room_10,art_studio_3,0,35
badlands_134,kasbah_24,0,35
lake_natural_69,manufactured_home_10,0,35
river_39,mansion_63,0,35
beach_27,living_room_14,0,35
bedroom_38,field_cultivated_31,1,35
swimming_pool_outdoor_33,yard_4,1,35
living_room_109,yard_20,1,35
library_indoor_15,dining_room_199,1,35
driveway_43,vineyard_83,1,35
hotel_room_55,pond_53,1,35
mountain_126,athletic_field_outdoor_9,0,35
bedroom_89,bedroom_247,0,35
forest_needleleaf_5,highway_13,0,35
orchard_81,bedroom_120,0,35
playground_115,orchard_74,1,35
pasture_60,vegetable_garden_14,0,35
badlands_100,creek_83,0,35
dining_room_115,forest_needleleaf_10,1,35
marsh_18,fairway_19,0,35
corridor_23,waiting_room_12,1,35
home_office_40,parking_lot_65,0,35
highway_109,attic_33,1,35
dinette_vehicle_57,dinette_home_7,1,35
canal_urban_45,butte_19,1,35
monastery_outdoor_14,bathroom_104,0,35
valley_12,manufactured_home_15,0,35
kitchen_152,golf_course_64,1,35
cottage_garden_4,apartment_building_outdoor_67,0,35
galley_11,watering_hole_19,1,35
sandbar_19,badlands_2,1,35
ski_lodge_5,playground_119,0,35
dining_room_188,mountain_snowy_10,1,35
amphitheater_46,living_room_61,0,35
pond_16,aqueduct_10,0,35
hotel_room_115,canal_urban_78,1,35
aqueduct_2,hotel_room_7,0,35
poolroom_home_37,parking_lot_41,1,35
apartment_building_outdoor_63,lobby_35,1,35
hotel_room_44,living_room_303,1,35
viaduct_25,auditorium_18,0,35
parking_garage_outdoor_4,dinette_vehicle_22,0,35
mountain_4,mountain_37,0,35
kitchen_26,kitchen_179,0,35
yard_10,pond_24,1,35
wheat_field_31,living_room_136,0,35
golf_course_91,badlands_132,1,35
hotel_room_97,poolroom_home_57,1,35
forest_broadleaf_4,dining_room_119,0,35
cafeteria_14,living_room_167,1,35
movie_theater_indoor_7,hotel_room_13,1,35
underwater_coral_reef_32,badlands_119,1,35
gift_shop_16,golf_course_11,1,35
vineyard_50,kitchen_162,0,35
playground_92,bedroom_365,0,35
viaduct_18,bedroom_55,0,35
ice_shelf_26,pasture_134,0,35
viaduct_31,hayfield_31,1,35
driveway_1,forest_path_23,1,35
banquet_hall_10,mountain_11,1,35
yard_17,apartment_building_outdoor_23,0,35
kasbah_29,lecture_room_9,0,35
highway_73,alley_12,0,35
attic_42,bedroom_108,1,35
living_room_68,office_building_3,1,35
living_room_256,gift_shop_5,0,35
kitchen_157,golf_course_83,1,35
subway_interior_3,highway_197,1,35
playground_133,vegetable_garden_35,1,35
highway_177,wheat_field_10,1,35
canal_urban_40,dining_room_201,0,35
living_room_125,bathroom_51,0,35
vegetable_garden_37,bathroom_15,0,35
forest_broadleaf_22,dinette_home_28,0,35
barn_28,mountain_57,1,35
driveway_44,kitchen_36,0,35
moat_water_24,vegetable_garden_20,0,35
highway_3,parking_lot_12,0,35
forest_broadleaf_23,dining_room_106,0,35
mountain_snowy_52,dinette_vehicle_46,0,35
dining_room_127,yard_17,1,35
gift_shop_11,swimming_pool_outdoor_70,1,35
living_room_120,living_room_48,0,35
playground_78,arch_3,1,35
apartment_building_outdoor_49,highway_193,1,35
vineyard_56,galley_16,0,35
pond_13,highway_2,0,35
highway_53,swamp_5,1,35
bedroom_48,beauty_salon_25,0,35
restaurant_15,forest_path_24,1,35
creek_68,golf_course_84,0,35
bathroom_36,bedroom_200,0,35
swimming_pool_outdoor_43,golf_course_64,1,35
manufactured_home_6,sea_cliff_5,1,35
islet_14,library_indoor_24,0,35
mountain_41,driveway_26,0,35
waiting_room_4,cabin_outdoor_35,1,35
kitchen_65,ice_floe_10,1,35
forest_path_51,underwater_coral_reef_8,0,35
dinette_home_19,playground_22,1,35
pasture_98,mountain_102,1,35
forest_road_29,bathroom_122,0,35
bedroom_174,marsh_7,1,35
orchard_13,pasture_101,0,35
abbey_4,fairway_4,1,35
yard_29,youth_hostel_3,0,35
mountain_114,playground_89,0,35
kitchen_85,picnic_area_24,1,35
dining_room_116,forest_broadleaf_19,1,35
dinette_vehicle_24,badlands_6,1,35
vegetable_garden_39,home_office_35,0,35
arch_9,bathroom_6,0,35
botanical_garden_9,canal_urban_83,0,35
living_room_97,mountain_snowy_20,1,35
badlands_15,bedroom_264,0,35
art_studio_9,botanical_garden_7,1,35
highway_201,art_gallery_10,0,35
courtroom_18,highway_88,1,35
kitchen_156,golf_course_66,1,35
vegetable_garden_44,mountain_snowy_60,1,35
office_building_37,canal_urban_82,1,35
pavilion_20,creek_1,1,35
beach_13,boardwalk_14,0,35
yard_1,general_store_indoor_1,0,35
swimming_pool_outdoor_62,nursery_18,0,35
kitchen_211,forest_path_6,1,35
highway_42,creek_9,1,35
fairway_48,pavilion_17,0,35
canal_natural_18,creek_43,1,35
office_building_28,highway_234,1,35
waiting_room_24,bathroom_91,0,35
badlands_23,canal_natural_37,0,35
dining_room_147,parking_lot_30,1,35
reception_8,corridor_34,0,35
cafeteria_14,galley_4,1,35
attic_26,fairway_46,1,35
mountain_snowy_72,mountain_24,0,35
highway_99,bathroom_16,1,35
dining_room_127,forest_broadleaf_20,1,35
badlands_61,poolroom_home_10,0,35
hayfield_29,parking_lot_12,0,35
pond_29,cottage_garden_63,0,35
orchard_27,bedroom_194,0,35
mountain_37,kitchen_2,0,35
butte_27,mountain_snowy_64,0,35
kitchen_203,dining_room_38,1,35
monastery_outdoor_10,living_room_201,0,35
cabin_outdoor_47,airport_terminal_2,0,35
mountain_6,mountain_snowy_11,1,35
hotel_room_3,dining_room_80,1,35
waterfall_fan_7,bedroom_78,0,35
canal_natural_50,library_indoor_19,0,35
playground_129,living_room_121,0,35
bedroom_205,reception_10,0,35
harbor_11,playground_33,0,35
parking_lot_3,vegetable_garden_18,1,35
golf_course_3,attic_16,0,35
badlands_53,cabin_outdoor_29,0,35
field_cultivated_21,pasture_45,0,35
bedroom_242,cubicle_office_22,0,35
poolroom_home_21,attic_10,1,35
aqueduct_40,field_cultivated_29,1,35
dinette_home_1,mountain_snowy_5,1,35
mountain_snowy_8,living_room_95,0,35
viaduct_10,pasture_93,0,35
butte_12,golf_course_41,0,35
patio_11,boardwalk_21,1,35
beauty_salon_15,field_wild_14,1,35
dining_room_113,forest_broadleaf_8,1,35
 botanical_garden_1, waiting_room_1,0,36
hayfield_12,living_room_222,0,36
fairway_34,living_room_13,0,36
river_26,rainforest_18,1,36
mountain_6,cabin_outdoor_53,0,36
banquet_hall_9,river_13,1,36
canal_natural_10,courtroom_16,0,36
corridor_7,mansion_4,1,36
highway_23,general_store_outdoor_19,1,36
snowfield_10,ski_resort_2,0,36
swimming_pool_outdoor_12,swimming_pool_indoor_9,0,36
river_14,hotel_room_3,0,36
viaduct_29,parlor_41,0,36
forest_path_27,lobby_38,0,36
playroom_26,viaduct_14,1,36
highway_203,kitchen_249,0,36
bedroom_137,hotel_room_126,1,36
playground_82,dinette_vehicle_28,0,36
playroom_16,harbor_8,1,36
bathroom_72,library_indoor_11,0,36
living_room_275,fairway_9,1,36
badlands_121,lake_natural_61,1,36
forest_needleleaf_18,patio_22,0,36
cabin_outdoor_62,bathroom_106,1,36
parlor_30,creek_74,1,36
botanical_garden_24,mountain_snowy_38,1,36
wet_bar_5,forest_needleleaf_12,1,36
dorm_room_1,attic_25,1,36
auditorium_8,living_room_41,1,36
forest_broadleaf_16,dining_room_125,0,36
barn_12,youth_hostel_9,0,36
nursery_30,kitchen_37,0,36
badlands_110,waiting_room_56,0,36
moat_water_2,dining_room_17,0,36
playground_106,bedroom_226,0,36
badlands_102,beach_56,0,36
patio_11,golf_course_43,1,36
restaurant_16,pasture_132,1,36
cabin_outdoor_64,mountain_136,1,36
dining_room_207,field_cultivated_12,1,36
bedroom_147,lobby_39,1,36
highway_38,highway_77,0,36
orchard_6,vineyard_79,1,36
butte_16,badlands_124,1,36
badlands_122,parlor_26,0,36
swimming_pool_outdoor_64,field_wild_36,1,36
parlor_9,watering_hole_10,1,36
snowfield_10,mountain_141,1,36
mountain_snowy_19,living_room_93,0,36
highway_142,bathroom_119,0,36
dining_room_163,hayfield_2,1,36
palace_12,pavilion_3,0,36
golf_course_95,art_studio_2,0,36
beauty_salon_27,badlands_73,1,36
restaurant_patio_8,campus_8,0,36
general_store_outdoor_18,attic_29,0,36
hill_3,golf_course_95,0,36
manufactured_home_46,monastery_outdoor_16,0,36
living_room_206,mountain_65,1,36
dining_room_109,forest_broadleaf_14,1,36
corridor_29,field_wild_25,1,36
barn_26,vineyard_71,1,36
mountain_42,lake_natural_69,1,36
desert_sand_21,mountain_snowy_64,1,36
orchard_7,ski_lodge_4,0,36
wet_bar_1,kitchen_163,1,36
bedroom_153,orchard_45,1,36
corridor_11,railroad_track_6,1,36
restaurant_14,dining_room_220,1,36
pasture_8,bedroom_88,0,36
cottage_garden_33,dining_room_113,0,36
badlands_38,poolroom_establishment_11,0,36
fairway_4,auditorium_17,0,36
bedroom_292,parking_lot_49,1,36
library_indoor_27,canal_natural_4,1,36
hotel_room_104,kitchen_214,1,36
living_room_314,lobby_5,1,36
golf_course_100,cubicle_office_5,0,36
abbey_17,fairway_60,1,36
reception_11,vineyard_12,1,36
dining_room_197,swamp_3,1,36
viaduct_37,badlands_49,1,36
home_office_2,river_30,1,36
manufactured_home_31,mountain_50,1,36
cottage_garden_59,lake_natural_19,1,36
general_store_outdoor_43,bathroom_105,1,36
waiting_room_50,ocean_7,1,36
creek_49,kitchen_200,0,36
bedroom_126,bedroom_211,0,36
forest_broadleaf_17,dining_room_11,0,36
vineyard_47,rainforest_19,1,36
highway_103,tree_farm_21,1,36
forest_path_46,moat_water_8,0,36
library_indoor_30,corridor_28,1,36
creek_33,cottage_garden_42,0,36
manufactured_home_50,playroom_34,0,36
dinette_home_28,athletic_field_outdoor_10,1,36
vegetable_garden_39,bedroom_273,0,36
pasture_25,bathroom_1,0,36
dining_room_108,creek_22,1,36
monastery_outdoor_20,desert_vegetation_8,1,36
living_room_151,golf_course_21,1,36
playground_39,art_studio_3,0,36
yard_35,amphitheater_16,0,36
athletic_field_outdoor_12,picnic_area_12,1,36
canal_urban_21,vineyard_9,1,36
highway_72,balcony_interior_35,0,36
field_cultivated_11,moat_water_15,0,36
creek_24,beach_49,0,36
bathroom_29,tree_house_3,1,36
poolroom_home_37,ski_slope_31,1,36
highway_14,kitchen_78,0,36
dining_room_165,dining_room_51,1,36
living_room_39,lobby_22,1,36
living_room_316,swimming_pool_outdoor_61,1,36
badlands_17,vineyard_47,0,36
living_room_87,badlands_91,1,36
driveway_36,aqueduct_27,0,36
waiting_room_77,bedroom_64,1,36
dining_room_108,forest_broadleaf_11,1,36
beauty_salon_30,parking_garage_indoor_1,1,36
dinette_home_9,botanical_garden_14,1,36
kitchenette_13,dining_room_128,1,36
manufactured_home_4,living_room_84,0,36
wheat_field_42,cubicle_office_37,0,36
lake_natural_29,playground_83,0,36
forest_road_9,kitchen_107,0,36
dining_room_47,aqueduct_28,1,36
ballroom_9,pond_55,1,36
bedroom_218,highway_115,1,36
bathroom_73,field_wild_4,1,36
bathroom_112,auditorium_2,0,36
highway_221,waiting_room_9,0,36
parlor_37,cabin_outdoor_8,1,36
monastery_outdoor_3,parking_lot_56,1,36
vegetable_garden_1,home_office_45,0,36
bathroom_115,mountain_snowy_84,1,36
parking_garage_outdoor_9,basilica_1,0,36
kitchen_110,tree_farm_5,1,36
river_16,bedroom_218,0,36
underwater_coral_reef_40,mansion_66,0,36
golf_course_29,pasture_5,0,36
forest_path_42,cottage_garden_2,0,36
creek_15,creek_54,1,36
ski_resort_5,bedroom_206,0,36
auditorium_21,dining_room_95,1,36
wave_3,highway_12,0,36
highway_15,attic_7,1,36
office_building_25,viaduct_14,1,36
forest_needleleaf_13,dining_room_115,0,36
living_room_284,dinette_home_14,0,36
dining_room_169,bathroom_9,0,36
attic_82,library_indoor_24,0,36
cubicle_office_26,golf_course_91,1,36
art_gallery_12,dinette_home_35,0,36
bedroom_55,moat_water_3,1,36
kitchen_45,office_building_11,0,36
viaduct_43,utility_room_5,0,36
golf_course_57,office_building_38,0,36
parlor_34,picnic_area_18,1,36
playground_3,cubicle_office_12,0,36
living_room_115,kitchen_50,0,36
living_room_222,dining_room_214,0,36
beach_29,parking_lot_48,0,36
driveway_56,kitchen_218,0,36
barn_4,alley_10,0,36
bathroom_50,pasture_74,1,36
snowfield_27,railroad_track_5,0,36
mansion_44,street_28,0,36
badlands_118,bedroom_38,0,36
hotel_room_60,canal_urban_83,1,36
amphitheater_32,kitchen_236,0,36
botanical_garden_30,ski_slope_27,1,36
bedroom_116,attic_50,0,36
fairway_14,living_room_90,0,36
kitchen_249,golf_course_27,1,36
playground_129,canal_urban_72,0,36
highway_54,parlor_29,0,36
bathroom_6,parlor_24,0,36
dining_room_122,forest_broadleaf_8,1,36
